time (ms), temperature (C), humidity (%), he (ppm), iaq, tvoc (ppb), eco2 (ppm), iaqr, h2 (ppb), ethanol (ppb), lux, als, white, ori_x (m/s^2), ori_y (m/s^2), ori_z (m/s^2), gyro_x (rad), gyro_y (rad), gyro_z (rad), linear_x (m/s^2), linear_y (m/s^2), linear_z (m/s^2), magnetic_x (?T), magnetic_y (?T), magnetic_z (?T), acceleration_x (m/s^2), acceleration_y (m/s^2), acceleration_z (m/s^2), gravity_x (m/s^2), gravity_y (m/s^2), gravity_z (m/s^2), x_pos (m), y_pos (m), head (m)
44326, 26.09, 52.25, 0,  , 1425, 400,  , 14150, 17715, 2805.04, 5277, 9356, 356.88, -85.81, -176.00, 0.01, 0.02, 0.00, -0.21, 0.21, -0.90, 19.88, -5.19, 22.56, -9.99, 0.89, -1.10, -9.78, 0.68, -0.20, -1548511.43, 43286.55, -0.10
44811, 26.09, 52.27, 0,  , 1452, 400,  , 14148, 17714, 2798.62, 5266, 9331, 356.94, -85.81, -176.00, -0.01, -0.02, -0.00, -0.13, -0.21, -0.49, 18.75, -4.50, 23.75, -9.91, 0.46, -0.69, -9.78, 0.67, -0.20, -1563801.06, 18587.93, -0.06
45298, 26.09, 52.28, 0,  , 1365, 400,  , 14154, 17718, 2819.64, 5304, 9307, 356.69, -85.81, -4.06, -0.01, -0.01, 0.02, -0.05, -0.14, 0.74, 12.75, -5.00, 28.50, -9.85, 0.58, 0.81, -9.78, 0.69, 0.14, -1569730.28, 1986.10, -0.02
45781, 26.07, 52.25, 0,  , 1379, 400,  , 14158, 17732, 2822.56, 5293, 9346, 357.38, -86.06, -176.06, 0.00, -0.01, 0.00, -0.13, -0.20, -0.18, 11.75, -5.06, 28.25, -9.91, 0.45, -0.21, -9.78, 0.66, -0.03, -1584894.07, -21342.80, -0.06
46268, 26.06, 52.26, 0,  , 1374, 400,  , 14163, 17735, 2817.30, 5298, 9295, 356.94, -85.81, -4.12, 0.02, 0.01, -0.00, -0.14, -0.05, 0.05, 11.75, -4.38, 28.00, -9.92, 0.66, 0.07, -9.78, 0.71, 0.01, -1601495.90, -27272.03, -0.07
46754, 26.07, 52.22, 0,  , 1336, 400,  , 14165, 17741, 2817.89, 5299, 9317, 356.94, -85.75, -175.75, 0.01, -0.01, 0.00, -0.12, -0.08, 0.00, 11.75, -5.06, 28.38, -9.90, 0.63, 0.00, -9.77, 0.72, 0.00, -1615667.66, -36719.87, -0.06
47237, 26.07, 52.24, 0,  , 1311, 400,  , 14165, 17745, 2823.73, 5306, 9340, 356.94, -85.69, -175.69, 0.00, -0.00, -0.01, -0.12, -0.10, -0.03, 12.75, -5.06, 28.00, -9.90, 0.62, -0.04, -9.77, 0.72, 0.00, -1629665.00, -48384.32, -0.06
47722, 26.06, 52.28, 0,  , 1284, 400,  , 14176, 17758, 2821.98, 5301, 9310, 357.00, -85.75, -175.75, 0.01, 0.00, -0.00, -0.12, -0.09, 0.01, 12.06, -5.38, 28.25, -9.90, 0.62, 0.00, -9.77, 0.72, 0.00, -1643778.50, -58969.44, -0.06
48209, 26.06, 52.23, 0,  , 1279, 400,  , 14171, 17768, 2816.14, 5296, 9286, 356.94, -85.69, -175.69, 0.00, 0.00, -0.01, -0.11, -0.11, 0.03, 12.75, -5.06, 27.56, -9.89, 0.61, 0.02, -9.77, 0.72, 0.00, -1656822.79, -72013.74, -0.05
48691, 26.06, 52.22, 0,  , 1294, 400,  , 14173, 17758, 2813.80, 5292, 9288, 356.94, -85.69, -175.69, -0.02, 0.01, -0.01, -0.14, -0.19, 0.15, 9.88, -8.25, 25.88, -9.92, 0.53, 0.11, -9.77, 0.72, -0.04, -1673085.47, -94084.52, -0.07
49178, 26.06, 52.24, 0,  , 1275, 400,  , 14176, 17762, 2805.63, 5278, 9314, 357.00, -85.75, -175.81, 0.03, -0.03, 0.04, -0.11, 0.18, 0.12, 9.69, -9.06, 26.19, -9.93, 0.88, 0.03, -9.77, 0.71, -0.11, -1686129.77, -72739.31, -0.05
49663, 26.07, 52.24, 0,  , 1226, 400,  , 14187, 17781, 2808.55, 5280, 9306, 357.50, -86.06, -176.06, 0.00, 0.01, -0.01, -0.12, -0.50, 0.23, 9.56, -9.50, 26.19, -9.90, 0.15, 0.14, -9.78, 0.66, -0.08, -1700243.27, -131545.56, -0.06
50144, 26.07, 52.21, 0,  , 1226, 400,  , 14179, 17784, 2809.13, 5286, 9287, 356.94, -85.50, -175.50, -0.01, -0.01, -0.04, -0.13, -0.18, 0.01, 9.69, -9.00, 25.69, -9.91, 0.57, -0.03, -9.77, 0.76, -0.05, -1715281.73, -152368.05, -0.06
50632, 26.05, 52.20, 0,  , 1219, 400,  , 14189, 17786, 2813.80, 5292, 9281, 356.31, -85.06, -175.06, 0.00, 0.00, -0.01, -0.15, -0.06, 0.15, 10.69, -9.38, 26.50, -9.92, 0.77, 0.13, -9.77, 0.83, -0.01, -1733142.53, -159512.37, -0.07
51128, 26.06, 52.19, 0,  , 1199, 400,  , 14196, 17791, 2809.71, 5285, 9305, 357.19, -85.50, -175.50, -0.01, 0.01, -0.03, -0.08, -0.07, 0.26, 9.69, -9.00, 27.19, -9.85, 0.68, 0.24, -9.77, 0.76, -0.01, -1742983.17, -168122.93, -0.04
51610, 26.06, 52.19, 0,  , 1217, 400,  , 14193, 17795, 2814.38, 5299, 9332, 357.62, -85.69, -175.75, -0.02, -0.04, 0.00, -0.09, 0.19, 0.13, 9.38, -9.00, 25.75, -9.87, 0.91, 0.11, -9.77, 0.72, -0.01, -1753437.75, -146052.15, -0.04
52097, 26.06, 52.20, 0,  , 1179, 400,  , 14193, 17807, 2819.06, 5296, 9329, 357.56, -85.75, -175.75, -0.04, -0.00, 0.00, -0.09, -0.25, -0.04, 8.19, -8.19, 25.69, -9.87, 0.46, -0.07, -9.77, 0.72, -0.02, -1764110.36, -175698.27, -0.04
52579, 26.06, 52.26, 0,  , 1206, 400,  , 14199, 17804, 2817.30, 5298, 9323, 357.25, -85.62, -4.31, 0.01, 0.01, -0.01, -0.10, -0.13, -0.03, 10.38, -8.88, 25.75, -9.88, 0.60, -0.02, -9.77, 0.74, 0.00, -1775726.56, -190799.33, -0.05
53212, 26.06, 52.19, 0,  , 1166, 400,  , 14209, 17823, 2812.63, 5290, 9322, 357.56, -85.62, -175.69, 0.04, 0.00, -0.01, -0.13, -0.28, -0.02, 9.06, -9.25, 26.56, -9.91, 0.45, -0.08, -9.77, 0.73, -0.05, -1801771.34, -246895.79, -0.08
53699, 26.05, 52.20, 0,  , 1173, 400,  , 14209, 17824, 2814.97, 5292, 9342, 357.94, -85.81, -175.81, 0.01, 0.01, -0.00, -0.09, 0.20, 0.14, 9.06, -7.38, 27.00, -9.87, 0.91, 0.09, -9.78, 0.71, -0.05, -1812443.95, -223178.89, -0.04
54183, 26.06, 52.21, 0,  , 1141, 400,  , 14198, 17818, 2817.30, 5288, 9371, 358.44, -86.19, -176.19, -0.04, -0.02, 0.02, -0.18, -0.19, -0.06, 9.56, -7.38, 26.56, -9.97, 0.45, -0.12, -9.78, 0.64, -0.06, -1833526.99, -245433.21, -0.09
54667, 26.05, 52.23, 0,  , 1126, 400,  , 14211, 17839, 2814.38, 5293, 9350, 358.06, -86.06, -176.06, -0.01, 0.03, -0.02, -0.14, -0.39, 0.05, 9.88, -7.75, 27.00, -9.93, 0.13, 0.03, -9.78, 0.66, -0.04, -1849924.91, -291113.13, -0.07
55156, 26.05, 52.25, 0,  , 1133, 400,  , 14216, 17838, 2817.89, 5299, 9350, 357.62, -85.56, -175.62, -0.10, -0.02, -0.05, -0.12, -0.29, 0.10, 11.69, -3.75, 28.75, -9.90, 0.45, 0.00, -9.77, 0.74, -0.11, -1864272.17, -325785.67, -0.06
55639, 26.05, 52.22, 0,  , 1102, 400,  , 14217, 17841, 2819.64, 5310, 9345, 357.75, -85.69, -175.75, -0.14, 0.00, -0.03, -0.23, -0.16, -0.19, 11.56, -3.50, 28.69, -10.01, 0.55, -0.31, -9.77, 0.72, -0.12, -1891100.40, -344448.79, -0.11
56126, 26.06, 52.22, 0,  , 1111, 400,  , 14210, 17840, 2823.14, 5309, 9333, 357.38, -85.69, -175.69, 0.02, 0.01, -0.00, -0.09, 0.11, 0.04, 12.19, -4.19, 28.25, -9.86, 0.85, 0.00, -9.77, 0.73, -0.05, -1901773.01, -331404.50, -0.04
56611, 26.05, 52.26, 0,  , 1089, 400,  , 14221, 17850, 2821.39, 5305, 9348, 357.62, -85.81, -175.81, -0.00, -0.00, 0.01, -0.11, 0.15, -0.01, 12.19, -3.75, 27.88, -9.91, 0.86, -0.08, -9.78, 0.70, -0.06, -1914710.38, -313762.62, -0.05
57096, 26.03, 52.21, 0,  , 1084, 400,  , 14223, 17858, 2821.98, 5306, 9342, 357.62, -85.81, -175.81, -0.00, -0.00, 0.00, -0.10, 0.02, -0.07, 12.19, -3.06, 29.00, -9.88, 0.73, -0.14, -9.78, 0.71, -0.06, -1926471.63, -311410.37, -0.05
57582, 26.05, 52.21, 0,  , 1063, 400,  , 14222, 17857, 2821.98, 5306, 9351, 357.56, -85.81, -175.81, -0.00, -0.00, 0.00, -0.10, 0.05, -0.05, 12.19, -3.75, 28.25, -9.88, 0.77, -0.11, -9.78, 0.71, -0.06, -1938232.88, -305529.75, -0.05
58063, 26.03, 52.18, 0,  , 1067, 400,  , 14224, 17872, 2820.81, 5305, 9345, 357.56, -85.81, -175.81, 0.00, 0.00, -0.00, -0.11, -0.01, -0.02, 12.19, -3.75, 27.88, -9.89, 0.69, -0.09, -9.78, 0.71, -0.06, -1950957.74, -306686.55, -0.05
58552, 26.05, 52.22, 0,  , 1081, 400,  , 14225, 17867, 2822.56, 5308, 9348, 357.56, -85.81, -175.81, 0.00, -0.00, -0.00, -0.11, 0.05, 0.01, 11.88, -4.19, 27.50, -9.89, 0.76, -0.05, -9.78, 0.71, -0.06, -1964109.39, -300708.53, -0.05
59037, 26.03, 52.22, 0,  , 1069, 400,  , 14225, 17856, 2827.23, 5315, 9352, 357.56, -85.81, -175.81, -0.00, 0.00, -0.00, -0.11, 0.05, 0.00, 11.19, -3.75, 27.50, -9.89, 0.77, -0.05, -9.78, 0.71, -0.06, -1977046.77, -294827.90, -0.05
59521, 26.03, 52.23, 0,  , 1009, 400,  , 14234, 17882, 2820.81, 5304, 9348, 357.56, -85.81, -175.81, 0.00, -0.00, -0.00, -0.11, -0.04, -0.04, 12.19, -3.50, 28.25, -9.89, 0.67, -0.11, -9.78, 0.71, -0.06, -1989930.85, -299513.02, -0.05
60008, 26.03, 52.25, 0,  , 1029, 400,  , 14235, 17877, 2824.90, 5311, 9353, 357.56, -85.81, -175.81, 0.00, 0.00, 0.00, -0.12, 0.01, 0.01, 11.56, -4.19, 27.88, -9.90, 0.72, -0.05, -9.78, 0.71, -0.06, -2004160.99, -298327.18, -0.06
60495, 26.06, 52.27, 0,  , 1005, 400,  , 14240, 17891, 2821.98, 5308, 9355, 357.56, -85.81, -175.81, 0.00, -0.01, 0.00, -0.10, 0.01, -0.06, 13.00, -3.50, 28.25, -9.88, 0.72, -0.12, -9.78, 0.71, -0.06, -2016019.44, -297141.33, -0.05
60978, 26.05, 52.23, 0,  , 1027, 400,  , 14236, 17879, 2821.39, 5306, 9343, 357.56, -85.81, -175.81, 0.00, 0.00, -0.00, -0.11, 0.00, -0.02, 12.19, -3.06, 26.69, -9.89, 0.70, -0.09, -9.78, 0.71, -0.06, -2028850.33, -297141.33, -0.05
61462, 26.03, 52.24, 0,  , 999, 400,  , 14239, 17891, 2823.73, 5309, 9349, 357.56, -85.81, -175.81, 0.00, -0.00, -0.00, -0.11, 0.06, 0.00, 12.19, -3.75, 28.25, -9.88, 0.75, -0.07, -9.78, 0.71, -0.06, -2041734.41, -290113.65, -0.05
61950, 26.05, 52.27, 0,  , 974, 400,  , 14248, 17902, 2827.23, 5315, 9347, 357.56, -85.81, -175.81, -0.01, -0.01, 0.00, -0.11, 0.02, 0.00, 11.56, -3.75, 28.25, -9.89, 0.73, -0.05, -9.78, 0.71, -0.06, -2054832.33, -287732.21, -0.05
62436, 26.06, 52.29, 0,  , 983, 400,  , 14248, 17898, 2830.74, 5317, 9379, 357.56, -85.81, -175.81, -0.00, -0.00, 0.00, -0.13, -0.04, -0.07, 25.06, -8.00, 55.69, -9.89, 0.65, -0.07, -9.78, 0.71, -0.06, -2070185.07, -292456.13, -0.06
62923, 26.03, 52.24, 0,  , 957, 400,  , 14242, 17899, 2827.23, 5316, 9375, 357.56, -85.81, -175.81, 0.01, 0.00, -0.00, -0.13, -0.01, -0.08, 26.19, -6.88, 54.50, -9.91, 0.69, -0.15, -9.78, 0.71, -0.06, -2085601.06, -293641.98, -0.06
63409, 26.03, 52.27, 0,  , 961, 400,  , 14250, 17911, 2821.98, 5306, 9334, 357.56, -85.81, -175.81, -0.00, 0.00, 0.00, -0.12, -0.04, -0.06, 25.06, -7.25, 54.50, -9.90, 0.67, -0.12, -9.78, 0.71, -0.06, -2099772.82, -298365.90, -0.06
63892, 26.05, 52.27, 0,  , 919, 400,  , 14248, 17916, 2824.90, 5311, 9335, 357.56, -85.81, -175.81, 0.00, 0.00, -0.00, -0.11, 0.01, 0.04, 25.38, -6.19, 55.25, -9.89, 0.72, -0.02, -9.78, 0.71, -0.06, -2112603.71, -297199.45, -0.05
64378, 26.05, 52.26, 0,  , 945, 400,  , 14247, 17916, 2826.65, 5314, 9359, 357.56, -85.81, -175.81, -0.00, -0.01, 0.00, -0.12, 0.03, 0.02, 25.75, -6.56, 55.25, -9.87, 0.79, -0.02, -9.78, 0.71, -0.06, -2126775.47, -293656.51, -0.06
64863, 26.03, 52.29, 0,  , 938, 400,  , 14256, 17923, 2824.90, 5317, 9343, 357.56, -85.81, -175.81, -0.00, -0.00, 0.00, -0.11, -0.01, 0.00, 25.38, -6.88, 54.50, -9.89, 0.69, -0.07, -9.78, 0.71, -0.06, -2139712.85, -294832.64, -0.05
65349, 26.03, 52.31, 0,  , 931, 400,  , 14253, 17924, 2828.40, 5312, 9351, 357.56, -85.81, -175.81, 0.01, 0.00, 0.00, -0.12, 0.01, 0.00, 25.75, -7.25, 54.50, -9.90, 0.72, -0.07, -9.78, 0.71, -0.06, -2153884.61, -293651.66, -0.06
65832, 26.03, 52.31, 0,  , 902, 400,  , 14258, 17925, 2825.48, 5312, 9357, 357.56, -85.81, -175.81, -0.00, 0.01, 0.00, -0.13, 0.07, 0.00, 25.06, -6.19, 54.06, -9.90, 0.77, -0.07, -9.78, 0.71, -0.06, -2169048.39, -285486.54, -0.06
66317, 26.05, 52.34, 0,  , 888, 400,  , 14258, 17927, 2827.82, 5316, 9355, 357.56, -85.81, -175.81, -0.00, 0.00, 0.00, -0.13, 0.03, -0.02, 25.38, -8.38, 54.50, -9.91, 0.74, -0.09, -9.78, 0.71, -0.06, -2184338.01, -281958.17, -0.06
66804, 26.03, 52.32, 0,  , 888, 400,  , 14259, 17948, 2831.32, 5318, 9359, 357.56, -85.81, -175.81, -0.01, 0.00, 0.00, -0.11, 0.02, 0.01, 25.38, -7.69, 56.38, -9.89, 0.73, -0.04, -9.78, 0.71, -0.06, -2197382.31, -279586.48, -0.05
67290, 26.02, 52.36, 0,  , 878, 400,  , 14267, 17941, 2832.49, 5325, 9366, 357.56, -85.81, -175.81, -0.00, 0.00, 0.00, -0.11, 0.00, -0.01, 25.06, -7.69, 55.25, -9.89, 0.71, -0.08, -9.78, 0.71, -0.06, -2210373.09, -279586.48, -0.05
67772, 26.03, 52.37, 0,  , 885, 400,  , 14266, 17941, 2836.00, 5328, 9371, 357.56, -85.81, -175.81, -0.00, -0.00, -0.00, -0.12, 0.04, 0.04, 25.38, -8.00, 54.88, -9.90, 0.75, -0.02, -9.78, 0.71, -0.06, -2224312.53, -274940.00, -0.06
68258, 26.02, 52.34, 0,  , 869, 400,  , 14268, 17950, 2833.66, 5326, 9370, 357.56, -85.81, -175.81, -0.00, 0.00, 0.00, -0.11, 0.02, 0.03, 24.75, -6.56, 54.06, -9.89, 0.67, 0.00, -9.78, 0.71, -0.06, -2237303.31, -272578.04, -0.05
68745, 26.03, 52.36, 0,  , 854, 400,  , 14273, 17950, 2831.91, 5323, 9369, 357.56, -85.81, -175.81, -0.00, 0.00, 0.00, -0.10, -0.01, 0.00, 25.38, -5.75, 54.50, -9.88, 0.69, -0.07, -9.78, 0.71, -0.06, -2249161.76, -273763.88, -0.05
69227, 26.02, 52.37, 0,  , 860, 400,  , 14270, 17962, 2832.49, 5334, 9389, 357.56, -85.81, -175.81, -0.01, 0.00, 0.00, -0.09, -0.03, 0.00, 25.75, -7.25, 55.25, -9.87, 0.67, -0.05, -9.78, 0.71, -0.06, -2259616.34, -277248.74, -0.04
69714, 26.05, 52.39, 0,  , 846, 400,  , 14273, 17964, 2839.50, 5328, 9379, 357.56, -85.81, -175.81, 0.00, 0.01, 0.00, -0.11, 0.01, -0.01, 25.38, -6.88, 54.50, -9.89, 0.72, -0.07, -9.78, 0.71, -0.06, -2272660.63, -276062.90, -0.05
70196, 26.00, 52.38, 0,  , 827, 400,  , 14277, 17972, 2826.65, 5314, 9358, 357.56, -85.81, -175.81, 0.01, 0.00, 0.00, -0.10, -0.01, 0.03, 25.75, -8.00, 54.50, -9.88, 0.69, -0.02, -9.78, 0.71, -0.06, -2284276.83, -277224.52, -0.05
70682, 26.03, 52.42, 0,  , 825, 400,  , 14277, 17977, 2824.90, 5311, 9354, 357.56, -85.81, -175.81, 0.00, -0.00, -0.00, -0.11, -0.03, 0.01, 25.38, -7.25, 55.25, -9.89, 0.67, -0.08, -9.78, 0.71, -0.06, -2297267.61, -280767.46, -0.05
71171, 26.03, 52.42, 0,  , 818, 400,  , 14269, 17964, 2826.06, 5313, 9359, 357.56, -85.81, -175.81, -0.00, 0.00, 0.00, -0.14, -0.07, 0.00, 25.38, -7.25, 55.69, -9.92, 0.63, -0.05, -9.78, 0.71, -0.06, -2314006.08, -289136.69, -0.07
71654, 26.03, 52.44, 0,  , 795, 400,  , 14280, 17976, 2827.82, 5318, 9361, 357.62, -85.81, -175.81, -0.01, -0.00, 0.00, -0.12, 0.03, -0.01, 26.88, -6.88, 54.88, -9.90, 0.78, -0.10, -9.78, 0.71, -0.06, -2328003.42, -285637.36, -0.06
72143, 26.03, 52.43, 0,  , 792, 400,  , 14283, 17978, 2828.40, 5310, 9366, 357.62, -85.81, -175.81, -0.00, -0.00, 0.00, -0.13, 0.04, -0.02, 25.06, -6.88, 55.25, -9.91, 0.75, -0.09, -9.78, 0.71, -0.06, -2343546.29, -280854.94, -0.06
72629, 26.03, 52.43, 0,  , 792, 400,  , 14280, 17973, 2829.57, 5319, 9369, 357.56, -85.81, -175.81, -0.00, -0.01, 0.01, -0.13, 0.10, 0.00, 25.75, -6.88, 54.50, -9.91, 0.81, -0.07, -9.78, 0.71, -0.06, -2358899.03, -269045.14, -0.06
73113, 26.00, 52.45, 0,  , 775, 400,  , 14278, 17985, 2826.65, 5314, 9362, 357.62, -85.81, -175.81, 0.01, 0.02, -0.01, -0.12, -0.08, -0.06, 15.19, -3.50, 33.19, -9.90, 0.62, -0.13, -9.78, 0.71, -0.07, -2372954.39, -278415.38, -0.06
73597, 26.03, 52.48, 0,  , 781, 400,  , 14290, 17992, 2824.31, 5313, 9351, 357.50, -85.75, -175.75, -0.01, -0.01, -0.00, -0.12, 0.07, 0.08, 15.38, -3.56, 34.19, -9.89, 0.75, 0.01, -9.77, 0.71, -0.07, -2387009.75, -270216.42, -0.06
74086, 26.03, 52.46, 0,  , 757, 400,  , 14286, 17997, 2821.39, 5307, 9340, 357.50, -85.75, -175.75, 0.00, -0.01, 0.00, -0.11, 0.10, 0.06, 16.19, -3.19, 33.00, -9.89, 0.82, 0.00, -9.77, 0.71, -0.07, -2400161.40, -258260.37, -0.05
74572, 26.03, 52.45, 0,  , 760, 400,  , 14285, 17997, 2820.81, 5304, 9336, 357.06, -85.50, -175.56, 0.07, -0.00, -0.03, -0.02, 0.51, -0.48, 17.69, -5.00, 30.06, -9.80, 1.26, -0.59, -9.77, 0.75, -0.11, -2402523.36, -198030.39, -0.01
75055, 26.05, 52.44, 0,  , 739, 400,  , 14295, 18007, 2815.55, 5295, 9371, 357.38, -85.88, -175.94, -0.08, -0.03, 0.02, -0.20, -0.04, -0.17, 20.75, -7.25, 26.56, -9.98, 0.64, -0.29, -9.78, 0.69, -0.11, -2425852.26, -202696.17, -0.10
75549, 26.03, 52.50, 0,  , 747, 400,  , 14288, 18006, 2820.22, 5303, 9310, 356.50, -85.81, -4.06, 0.07, 0.00, 0.05, -0.13, 0.94, -0.65, 21.38, -8.25, 27.75, -9.91, 1.64, -0.58, -9.78, 0.70, 0.07, -2441714.60, -87999.25, -0.06
76034, 26.02, 52.45, 0,  , 727, 400,  , 14294, 18010, 2816.14, 5297, 9293, 356.25, -85.94, -4.00, -0.02, 0.03, -0.01, -0.13, -0.12, -0.06, 21.38, -8.00, 26.00, -9.93, 0.46, 0.04, -9.78, 0.68, 0.08, -2457004.23, -102112.75, -0.06
76521, 26.05, 52.46, 0,  , 728, 400,  , 14299, 18016, 2816.14, 5294, 9298, 356.06, -85.81, -175.81, -0.06, 0.04, -0.01, -0.07, -0.66, 0.28, 19.75, -8.25, 26.25, -9.85, 0.04, 0.28, -9.78, 0.71, 0.00, -2465305.14, -180378.52, -0.03
77002, 26.02, 52.50, 0,  , 728, 400,  , 14299, 18017, 2812.05, 5289, 9287, 355.62, -85.56, -175.56, -0.09, -0.01, -0.04, -0.13, -0.41, -0.06, 21.69, -8.00, 26.38, -9.91, 0.34, -0.11, -9.77, 0.75, -0.05, -2480343.61, -227807.53, -0.06
77488, 26.02, 52.46, 0,  , 727, 400,  , 14285, 18014, 2809.71, 5285, 9299, 355.69, -85.62, -175.62, -0.03, 0.02, 0.01, -0.14, 0.06, -0.14, 22.19, -8.25, 25.56, -9.92, 0.62, -0.02, -9.77, 0.74, -0.04, -2496877.33, -220721.65, -0.07
77974, 26.02, 52.48, 0,  , 713, 400,  , 14299, 18019, 2807.96, 5281, 9288, 355.25, -85.44, -175.44, -0.01, -0.01, 0.01, -0.10, 0.08, -0.11, 22.06, -8.69, 26.06, -9.88, 0.85, -0.17, -9.77, 0.77, -0.05, -2508687.13, -211273.81, -0.05
78456, 26.00, 52.53, 0,  , 705, 400,  , 14304, 18023, 2809.71, 5285, 9273, 355.25, -85.50, -4.44, 0.03, 0.02, 0.03, -0.11, 0.27, 0.03, 20.69, -9.00, 24.25, -9.89, 1.04, 0.05, -9.77, 0.76, 0.02, -2521464.95, -179910.07, -0.05
78944, 26.03, 52.53, 0,  , 686, 400,  , 14301, 18035, 2814.38, 5292, 9264, 355.31, -85.44, -4.50, -0.00, 0.01, -0.02, -0.13, -0.19, 0.68, 21.50, -8.69, 26.00, -9.90, 0.57, 0.76, -9.77, 0.77, 0.08, -2536944.31, -202533.74, -0.06
79430, 26.03, 52.55, 0,  , 682, 400,  , 14302, 18029, 2806.79, 5280, 9272, 354.94, -85.19, -4.69, -0.06, 0.01, 0.03, -0.08, 0.03, -0.20, 20.69, -8.25, 26.69, -9.85, 0.84, -0.17, -9.77, 0.81, 0.03, -2546392.15, -198990.80, -0.04
79912, 26.03, 52.57, 0,  , 671, 400,  , 14303, 18036, 2807.96, 5282, 9265, 354.69, -85.00, -4.94, -0.05, -0.01, -0.01, -0.22, -0.69, -1.01, 21.75, -8.88, 27.06, -9.99, 0.19, -0.80, -9.76, 0.85, 0.01, -2571947.79, -279142.58, -0.11
80400, 26.03, 52.59, 0,  , 675, 400,  , 14298, 18031, 2811.46, 5291, 9256, 354.69, -85.00, -4.94, 0.03, 0.01, 0.00, -0.13, 0.29, -0.05, 21.88, -8.88, 26.25, -9.90, 1.14, 0.03, -9.76, 0.84, 0.08, -2587427.14, -244611.71, -0.06
80888, 26.00, 52.58, 0,  , 653, 400,  , 14311, 18040, 2815.55, 5295, 9259, 354.56, -84.94, -4.94, 0.03, 0.01, -0.01, -0.13, -0.05, 0.13, 20.06, -8.88, 27.50, -9.90, 0.79, 0.22, -9.76, 0.85, 0.09, -2602906.50, -250565.31, -0.06
81369, 26.03, 52.60, 0,  , 653, 400,  , 14306, 18044, 2817.30, 5298, 9335, 356.06, -85.31, -4.62, 0.10, 0.05, 0.03, -0.14, -0.14, 0.18, 15.69, -5.50, 34.38, -9.91, 0.64, 0.19, -9.77, 0.79, 0.01, -2619101.77, -266760.58, -0.07
81854, 26.02, 52.61, 0,  , 643, 400,  , 14315, 18048, 2827.82, 5316, 9390, 356.94, -85.44, -175.50, -0.00, -0.03, -0.00, -0.13, -0.28, 0.13, 16.25, -5.50, 35.25, -9.90, 0.47, 0.00, -9.77, 0.76, -0.13, -2634391.40, -299692.08, -0.06
82339, 26.02, 52.63, 0,  , 637, 400,  , 14312, 18054, 2828.99, 5318, 9357, 356.69, -85.38, -175.44, 0.02, 0.00, -0.02, -0.13, -0.20, 0.02, 15.88, -5.56, 35.38, -9.90, 0.56, -0.05, -9.77, 0.77, -0.08, -2649681.02, -323214.58, -0.06
82826, 26.03, 52.61, 0,  , 628, 400,  , 14311, 18053, 2827.82, 5311, 9369, 356.69, -85.50, -175.50, 0.00, 0.00, -0.01, -0.13, -0.03, 0.05, 15.88, -5.25, 35.25, -9.90, 0.73, -0.02, -9.77, 0.76, -0.07, -2665097.01, -326772.11, -0.06
83313, 26.05, 52.67, 0,  , 610, 400,  , 14306, 18057, 2827.82, 5314, 9358, 356.81, -85.62, -175.62, 0.00, -0.00, -0.00, -0.12, -0.04, 0.04, 16.25, -6.38, 34.50, -9.90, 0.69, -0.03, -9.77, 0.74, -0.07, -2679327.15, -331515.49, -0.06
83795, 26.02, 52.69, 0,  , 626, 400,  , 14317, 18063, 2822.56, 5307, 9351, 356.88, -85.62, -175.69, 0.00, -0.00, 0.00, -0.12, -0.01, -0.03, 15.88, -6.00, 35.38, -9.90, 0.72, -0.11, -9.77, 0.73, -0.08, -2693266.59, -332677.11, -0.06
84280, 26.05, 52.70, 0,  , 615, 400,  , 14305, 18060, 2822.56, 5307, 9348, 356.88, -85.69, -175.69, 0.01, 0.01, -0.01, -0.10, -0.05, 0.00, 15.88, -5.25, 34.88, -9.88, 0.68, -0.07, -9.77, 0.73, -0.08, -2705027.84, -338557.74, -0.05
84768, 26.02, 52.74, 0,  , 583, 400,  , 14313, 18073, 2820.22, 5295, 9329, 356.88, -85.69, -175.69, 0.00, 0.00, -0.01, -0.12, 0.02, 0.06, 15.56, -6.69, 34.88, -9.90, 0.76, -0.01, -9.77, 0.73, -0.08, -2719316.48, -336176.30, -0.06
85250, 26.02, 52.77, 0,  , 585, 400,  , 14319, 18071, 2812.63, 5290, 9333, 357.00, -85.69, -175.69, 0.00, -0.01, -0.00, -0.06, 0.03, 0.02, 16.56, -4.38, 36.50, -9.84, 0.76, -0.05, -9.77, 0.72, -0.08, -2726286.20, -332691.44, -0.03
85737, 25.99, 52.76, 0,  , 602, 400,  , 14307, 18071, 2811.46, 5290, 9325, 356.94, -85.69, -175.69, -0.01, 0.01, -0.01, -0.11, -0.06, 0.03, 15.19, -5.50, 34.19, -9.89, 0.66, -0.05, -9.77, 0.72, -0.08, -2739330.49, -339806.51, -0.05
86223, 25.99, 52.76, 0,  , 582, 400,  , 14316, 18072, 2812.63, 5290, 9316, 357.00, -85.69, -175.75, 0.01, -0.00, -0.00, -0.12, 0.14, 0.08, 16.19, -6.56, 35.56, -9.90, 0.86, 0.00, -9.77, 0.72, -0.08, -2753502.25, -323272.79, -0.06
