2226 - 0m :2s : 226ms :     tm 26.33, hd 51.65, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 12381, eth 16219, lux 2830.74, als 5329, wh 9456, ori 0.00 0.00 0.00, gyr 0.00 0.00 0.00, lin 0.00 0.00 0.00, mag 0.00 0.00 0.00, accl 0.00 0.00 0.00, grav 0.00 0.00 0.00, xpos 0.00, ypos 0.00, head 0.00
754037 - 12m :34s : 37ms :     tm 29.16, hd 48.36, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14527, eth 18812, lux 2538.15, als 4825, wh 9227, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.11 0.05, mag -3.69 15.19 -43.38, accl -0.37 -6.64 7.15, grav -0.27 -6.75 7.10, xpos 37103757.53, ypos 30555448.64, head 0.05
754524 - 12m :34s : 524ms :     tm 29.16, hd 48.36, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14537, eth 18824, lux 2530.07, als 4803, wh 9201, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.11 0.12 0.02, mag -3.69 16.69 -43.75, accl -0.38 -6.63 7.12, grav -0.27 -6.75 7.10, xpos 37090713.23, ypos 30569678.77, head 0.06
755009 - 12m :35s : 9ms :     tm 29.14, hd 48.36, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14530, eth 18824, lux 2519.70, als 4785, wh 9164, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.08 0.02, mag -3.38 15.56 -44.56, accl -0.36 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 37080128.11, ypos 30579087.77, head 0.05
755495 - 12m :35s : 495ms :     tm 29.17, hd 48.30, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14521, eth 18814, lux 2507.60, als 4764, wh 9119, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.07 0.01, mag -4.06 14.88 -44.19, accl -0.37 -6.67 7.11, grav -0.27 -6.75 7.10, xpos 37068318.31, ypos 30587354.63, head 0.05
755983 - 12m :35s : 983ms :     tm 29.18, hd 48.34, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14525, eth 18817, lux 2543.34, als 4900, wh 9286, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.06 0.11 0.02, mag -3.69 14.88 -43.38, accl -0.34 -6.64 7.12, grav -0.27 -6.75 7.10, xpos 37061173.99, ypos 30600452.55, head 0.03
756467 - 12m :36s : 467ms :     tm 29.20, hd 48.31, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14520, eth 18808, lux 2697.90, als 5109, wh 9543, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.10 0.03, mag -3.38 15.56 -43.00, accl -0.36 -6.65 7.13, grav -0.27 -6.75 7.10, xpos 37050632.47, ypos 30612165.35, head 0.04
756955 - 12m :36s : 955ms :     tm 29.18, hd 48.29, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14525, eth 18810, lux 2724.64, als 5139, wh 9604, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.10 0.05, mag -4.06 15.19 -43.75, accl -0.36 -6.64 7.15, grav -0.27 -6.75 7.10, xpos 37039915.98, ypos 30624072.55, head 0.05
757441 - 12m :37s : 441ms :     tm 29.20, hd 48.26, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14532, eth 18821, lux 2745.59, als 5175, wh 9677, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.12 0.01, mag -3.69 15.19 -43.75, accl -0.36 -6.63 7.12, grav -0.27 -6.75 7.10, xpos 37030468.15, ypos 30638244.31, head 0.04
757926 - 12m :37s : 926ms :     tm 29.23, hd 48.27, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14527, eth 18815, lux 2754.90, als 5191, wh 9706, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.10 0.13 0.03, mag -4.06 15.19 -43.75, accl -0.37 -6.61 7.13, grav -0.27 -6.75 7.10, xpos 37018706.89, ypos 30653533.94, head 0.05
758413 - 12m :38s : 413ms :     tm 29.24, hd 48.24, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14530, eth 18823, lux 2771.22, als 5208, wh 9681, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.09 0.12 0.01, mag -3.38 15.56 -43.75, accl -0.36 -6.62 7.11, grav -0.27 -6.75 7.10, xpos 37008034.29, ypos 30667764.08, head 0.05
758898 - 12m :38s : 898ms :     tm 29.26, hd 48.22, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14525, eth 18813, lux 2722.31, als 5064, wh 9436, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.08 0.11 0.06, mag -3.38 16.00 -44.19, accl -0.36 -6.63 7.16, grav -0.27 -6.75 7.10, xpos 36998625.29, ypos 30680701.45, head 0.04
759382 - 12m :39s : 382ms :     tm 29.24, hd 48.22, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14531, eth 18814, lux 1543.73, als 3046, wh 5089, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.08 0.04, mag -4.75 15.19 -44.19, accl -0.37 -6.66 7.14, grav -0.27 -6.75 7.10, xpos 36986912.49, ypos 30690071.69, head 0.05
759867 - 12m :39s : 867ms :     tm 29.26, hd 48.19, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14527, eth 18815, lux 1497.50, als 2961, wh 4908, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.09 0.10 0.03, mag -4.50 15.56 -43.38, accl -0.36 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 36976327.36, ypos 30701832.94, head 0.05
760351 - 12m :40s : 351ms :     tm 29.27, hd 48.13, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14524, eth 18813, lux 1453.59, als 2880, wh 4661, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.09 0.02, mag -3.00 14.88 -44.19, accl -0.36 -6.66 7.13, grav -0.27 -6.75 7.10, xpos 36965785.84, ypos 30712374.46, head 0.04
760838 - 12m :40s : 838ms :     tm 29.30, hd 48.13, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14523, eth 18808, lux 1299.14, als 2592, wh 4378, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.12 0.02, mag -3.38 15.56 -43.75, accl -0.36 -6.62 7.12, grav -0.27 -6.75 7.10, xpos 36955113.24, ypos 30726604.60, head 0.05
761327 - 12m :41s : 327ms :     tm 29.30, hd 48.11, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14520, eth 18814, lux 1306.10, als 2604, wh 4396, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.09 0.04, mag -3.38 15.19 -43.00, accl -0.36 -6.65 7.14, grav -0.27 -6.75 7.10, xpos 36944352.79, ypos 30737365.05, head 0.05
761809 - 12m :41s : 809ms :     tm 29.28, hd 48.09, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14524, eth 18816, lux 1314.13, als 2621, wh 4413, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.11 0.01, mag -3.69 16.00 -43.38, accl -0.37 -6.64 7.12, grav -0.27 -6.75 7.10, xpos 36932736.59, ypos 30750142.87, head 0.05
762297 - 12m :42s : 297ms :     tm 29.30, hd 48.07, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14522, eth 18804, lux 1314.67, als 2622, wh 4419, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.09 0.02, mag -3.38 15.56 -43.38, accl -0.36 -6.66 7.12, grav -0.27 -6.75 7.10, xpos 36922020.11, ypos 30760859.35, head 0.05
762782 - 12m :42s : 782ms :     tm 29.31, hd 48.07, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14530, eth 18824, lux 1308.78, als 2615, wh 4401, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.11 0.04, mag -3.69 15.19 -43.75, accl -0.36 -6.63 7.15, grav -0.27 -6.75 7.10, xpos 36912611.11, ypos 30773796.72, head 0.04
763268 - 12m :43s : 268ms :     tm 29.31, hd 48.02, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14521, eth 18801, lux 1314.13, als 2624, wh 4415, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.11 0.02, mag -3.38 15.56 -42.69, accl -0.36 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 36901982.29, ypos 30786787.50, head 0.05
763754 - 12m :43s : 754ms :     tm 29.34, hd 47.96, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14529, eth 18818, lux 1314.13, als 2621, wh 4412, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.11 0.02, mag -4.06 14.88 -44.56, accl -0.36 -6.63 7.12, grav -0.27 -6.75 7.10, xpos 36892534.45, ypos 30799778.28, head 0.04
764243 - 12m :44s : 243ms :     tm 29.35, hd 47.99, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14528, eth 18822, lux 1314.67, als 2622, wh 4421, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.12 0.03, mag -3.00 16.38 -42.69, accl -0.37 -6.63 7.13, grav -0.27 -6.75 7.10, xpos 36880578.40, ypos 30814125.54, head 0.05
764725 - 12m :44s : 725ms :     tm 29.34, hd 47.97, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14522, eth 18811, lux 1314.13, als 2621, wh 4416, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 0.00, lin -0.08 0.11 0.04, mag -4.06 16.00 -44.19, accl -0.36 -6.64 7.15, grav -0.27 -6.75 7.10, xpos 36871285.44, ypos 30826903.36, head 0.04
765210 - 12m :45s : 210ms :     tm 29.37, hd 47.98, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14521, eth 18810, lux 1310.92, als 2615, wh 4420, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.09 0.10 0.03, mag -3.00 16.00 -45.00, accl -0.35 -6.66 7.10, grav -0.27 -6.75 7.10, xpos 36860700.32, ypos 30838664.61, head 0.05
765695 - 12m :45s : 695ms :     tm 29.37, hd 47.93, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14529, eth 18808, lux 1309.85, als 2613, wh 4438, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.08 0.14 0.03, mag -3.38 15.19 -43.75, accl -0.36 -6.61 7.14, grav -0.27 -6.75 7.10, xpos 36851291.32, ypos 30855130.36, head 0.04
766182 - 12m :46s : 182ms :     tm 29.38, hd 47.88, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14520, eth 18807, lux 1315.20, als 2623, wh 4449, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.09 0.12 0.04, mag -4.50 15.19 -44.56, accl -0.36 -6.63 7.14, grav -0.27 -6.75 7.10, xpos 36840618.71, ypos 30869360.50, head 0.05
766668 - 12m :46s : 668ms :     tm 29.38, hd 47.86, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14526, eth 18821, lux 1306.64, als 2607, wh 4436, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.09 0.08 0.03, mag -3.69 14.88 -43.38, accl -0.36 -6.67 7.13, grav -0.27 -6.75 7.10, xpos 36829989.89, ypos 30878808.34, head 0.05
767150 - 12m :47s : 150ms :     tm 29.41, hd 47.86, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14519, eth 18811, lux 1295.94, als 2587, wh 4438, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.10 0.12 0.04, mag -4.06 14.50 -43.75, accl -0.37 -6.62 7.15, grav -0.27 -6.75 7.10, xpos 36818373.69, ypos 30892747.78, head 0.05
767639 - 12m :47s : 639ms :     tm 29.46, hd 47.79, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14525, eth 18808, lux 1366.73, als 2738, wh 4639, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.10 0.11 0.01, mag -3.00 15.56 -45.00, accl -0.37 -6.63 7.12, grav -0.27 -6.75 7.10, xpos 36806417.64, ypos 30905899.44, head 0.05
768126 - 12m :48s : 126ms :     tm 29.44, hd 47.83, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14527, eth 18815, lux 1333.43, als 2686, wh 4541, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.13 0.17 -0.02, mag -3.69 15.19 -43.75, accl -0.31 -6.67 7.12, grav -0.27 -6.75 7.10, xpos 36791001.66, ypos 30926058.80, head 0.07
768755 - 12m :48s : 755ms :     tm 29.46, hd 47.83, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14521, eth 18807, lux 1320.02, als 2632, wh 4440, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.07 0.12 0.02, mag -3.69 14.88 -45.38, accl -0.34 -6.62 7.13, grav -0.27 -6.75 7.10, xpos 36777154.22, ypos 30949797.26, head 0.05
769244 - 12m :49s : 244ms :     tm 29.48, hd 47.82, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14518, eth 18805, lux 1376.41, als 2752, wh 4587, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.07 0.11 0.06, mag -4.06 15.56 -44.69, accl -0.35 -6.64 7.17, grav -0.27 -6.75 7.10, xpos 36768784.99, ypos 30962948.92, head 0.04
769732 - 12m :49s : 732ms :     tm 29.50, hd 47.87, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14522, eth 18806, lux 1364.04, als 2705, wh 4501, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.07 0.10 0.00, mag -4.06 15.19 -43.38, accl -0.34 -6.64 7.10, grav -0.27 -6.75 7.10, xpos 36760449.95, ypos 30974856.12, head 0.04
770215 - 12m :50s : 215ms :     tm 29.50, hd 47.86, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14516, eth 18813, lux 1350.07, als 2688, wh 4474, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.17 0.12 -0.06, mag -4.50 16.38 -44.19, accl -0.44 -6.63 7.04, grav -0.27 -6.75 7.10, xpos 36740620.38, ypos 30988853.46, head 0.08
770710 - 12m :50s : 710ms :     tm 29.50, hd 47.85, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14518, eth 18815, lux 1318.95, als 2630, wh 4418, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 0.00, lin -0.09 0.12 0.04, mag -4.06 15.56 -42.69, accl -0.36 -6.63 7.15, grav -0.27 -6.75 7.10, xpos 36729594.26, ypos 31003554.96, head 0.05
771194 - 12m :51s : 194ms :     tm 29.51, hd 47.91, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14517, eth 18813, lux 1052.37, als 1963, wh 3464, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.10 0.05, mag -3.38 15.56 -43.75, accl -0.37 -6.64 7.15, grav -0.27 -6.75 7.10, xpos 36717881.46, ypos 31015267.76, head 0.05
771681 - 12m :51s : 681ms :     tm 29.53, hd 47.93, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14517, eth 18811, lux 840.64, als 1751, wh 3115, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.08 0.10 0.02, mag -3.75 15.19 -43.75, accl -0.35 -6.65 7.13, grav -0.27 -6.75 7.10, xpos 36708394.70, ypos 31027126.21, head 0.04
772169 - 12m :52s : 169ms :     tm 29.53, hd 47.90, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14518, eth 18814, lux 856.57, als 1750, wh 3129, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.13 0.01, mag -4.50 15.56 -43.50, accl -0.36 -6.62 7.11, grav -0.27 -6.75 7.10, xpos 36697678.22, ypos 31042605.57, head 0.05
772653 - 12m :52s : 653ms :     tm 29.55, hd 47.91, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14517, eth 18809, lux 836.01, als 1710, wh 3061, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.08 0.11 0.06, mag -4.06 16.00 -44.19, accl -0.36 -6.64 7.17, grav -0.27 -6.75 7.10, xpos 36688307.98, ypos 31055489.65, head 0.04
773140 - 12m :53s : 140ms :     tm 29.57, hd 47.89, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14516, eth 18807, lux 830.37, als 1699, wh 3033, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.11 0.04, mag -4.06 15.56 -44.69, accl -0.36 -6.63 7.15, grav -0.27 -6.75 7.10, xpos 36677635.37, ypos 31068533.94, head 0.05
773626 - 12m :53s : 626ms :     tm 29.57, hd 47.93, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14513, eth 18808, lux 810.37, als 1655, wh 2961, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.06 0.12 0.03, mag -3.75 15.56 -44.19, accl -0.36 -6.63 7.13, grav -0.27 -6.75 7.10, xpos 36670549.49, ypos 31082705.70, head 0.03
774112 - 12m :54s : 112ms :     tm 29.58, hd 47.93, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14517, eth 18801, lux 799.11, als 1645, wh 2958, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.07 0.12 0.04, mag -3.38 14.88 -44.69, accl -0.35 -6.62 7.15, grav -0.27 -6.75 7.10, xpos 36662282.63, ypos 31096877.46, head 0.04
774598 - 12m :54s : 598ms :     tm 29.59, hd 47.98, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14523, eth 18812, lux 793.48, als 1627, wh 2925, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.11 0.05, mag -3.00 14.50 -44.69, accl -0.36 -6.63 7.16, grav -0.27 -6.75 7.10, xpos 36651653.81, ypos 31109868.24, head 0.05
775083 - 12m :55s : 83ms :     tm 29.61, hd 47.99, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14514, eth 18805, lux 984.97, als 1998, wh 3493, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.09 0.11 0.02, mag -3.00 15.56 -45.00, accl -0.36 -6.63 7.12, grav -0.27 -6.75 7.10, xpos 36641068.68, ypos 31122805.62, head 0.05
775566 - 12m :55s : 566ms :     tm 29.61, hd 48.01, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14512, eth 18809, lux 1105.95, als 2229, wh 3872, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.11 0.03, mag -3.38 14.19 -44.19, accl -0.36 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 36630570.68, ypos 31135636.51, head 0.04
776051 - 12m :56s : 51ms :     tm 29.59, hd 48.01, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14515, eth 18812, lux 2266.01, als 4374, wh 8640, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.14 0.07, mag -3.00 14.88 -44.19, accl -0.37 -6.60 7.17, grav -0.27 -6.75 7.10, xpos 36618809.43, ypos 31152102.26, head 0.05
776534 - 12m :56s : 534ms :     tm 29.61, hd 47.98, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14503, eth 18800, lux 2368.14, als 4510, wh 8839, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.09 0.11 0.01, mag -4.50 15.19 -44.69, accl -0.35 -6.62 7.15, grav -0.27 -6.75 7.10, xpos 36608311.42, ypos 31164933.16, head 0.04
777021 - 12m :57s : 21ms :     tm 29.62, hd 47.98, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14513, eth 18805, lux 2781.71, als 5237, wh 9713, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.11 0.03, mag -4.50 15.56 -43.50, accl -0.37 -6.63 7.14, grav -0.27 -6.75 7.10, xpos 36596452.97, ypos 31177977.45, head 0.05
777508 - 12m :57s : 508ms :     tm 29.65, hd 47.96, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14510, eth 18799, lux 2806.79, als 5280, wh 9795, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.12 0.02, mag -4.06 14.88 -44.19, accl -0.36 -6.62 7.12, grav -0.27 -6.75 7.10, xpos 36585780.37, ypos 31192207.59, head 0.05
777991 - 12m :57s : 991ms :     tm 29.68, hd 47.91, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14501, eth 18804, lux 2814.97, als 5294, wh 9823, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.07 0.11 0.04, mag -3.00 15.56 -43.75, accl -0.35 -6.63 7.14, grav -0.27 -6.75 7.10, xpos 36577615.25, ypos 31205038.49, head 0.03
778477 - 12m :58s : 477ms :     tm 29.68, hd 47.94, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14508, eth 18803, lux 2830.74, als 5322, wh 9852, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.08 0.11 0.04, mag -3.38 15.56 -44.19, accl -0.35 -6.64 7.14, grav -0.27 -6.75 7.10, xpos 36568167.41, ypos 31218029.27, head 0.04
778965 - 12m :58s : 965ms :     tm 29.67, hd 47.91, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14506, eth 18800, lux 2840.09, als 5333, wh 9870, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.07 0.13 0.03, mag -4.75 15.19 -44.19, accl -0.34 -6.61 7.13, grav -0.27 -6.75 7.10, xpos 36559832.37, ypos 31233508.63, head 0.04
779449 - 12m :59s : 449ms :     tm 29.67, hd 47.88, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14508, eth 18807, lux 2844.76, als 5345, wh 9882, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.10 0.13 0.02, mag -4.50 14.88 -43.50, accl -0.36 -6.60 7.12, grav -0.27 -6.75 7.10, xpos 36548119.57, ypos 31248735.26, head 0.05
779937 - 12m :59s : 937ms :     tm 29.68, hd 47.87, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14510, eth 18805, lux 2842.43, als 5341, wh 9877, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.09 0.12 0.03, mag -4.06 15.56 -44.19, accl -0.36 -6.63 7.14, grav -0.27 -6.75 7.10, xpos 36537403.09, ypos 31263023.90, head 0.05
780421 - 13m :0s : 421ms :     tm 29.71, hd 47.79, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14510, eth 18800, lux 2846.52, als 5346, wh 9882, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.09 0.11 0.06, mag -4.06 15.56 -45.00, accl -0.35 -6.60 7.13, grav -0.27 -6.75 7.10, xpos 36526861.57, ypos 31275907.98, head 0.04
780909 - 13m :0s : 909ms :     tm 29.75, hd 47.80, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14510, eth 18802, lux 2844.18, als 5344, wh 9872, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.07 0.11 0.03, mag -3.75 15.19 -44.19, accl -0.35 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 36518526.53, ypos 31289005.90, head 0.04
781393 - 13m :1s : 393ms :     tm 29.72, hd 47.77, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14506, eth 18797, lux 2841.26, als 5352, wh 9869, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.10 0.00, mag -3.75 15.56 -44.19, accl -0.34 -6.62 7.15, grav -0.27 -6.75 7.10, xpos 36507985.01, ypos 31300718.70, head 0.04
781878 - 13m :1s : 878ms :     tm 29.77, hd 47.77, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14508, eth 18810, lux 2841.84, als 5340, wh 9878, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 0.00, lin -0.10 0.12 0.03, mag -4.50 15.19 -44.19, accl -0.37 -6.63 7.14, grav -0.27 -6.75 7.10, xpos 36496223.76, ypos 31314832.20, head 0.05
782363 - 13m :2s : 363ms :     tm 29.75, hd 47.81, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14502, eth 18795, lux 2841.26, als 5339, wh 9884, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.11 0.02, mag -3.38 15.56 -44.19, accl -0.35 -6.64 7.12, grav -0.27 -6.75 7.10, xpos 36486814.76, ypos 31327769.58, head 0.04
782850 - 13m :2s : 850ms :     tm 29.75, hd 47.82, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14503, eth 18806, lux 2845.35, als 5341, wh 9884, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 0.00, lin -0.08 0.13 0.00, mag -3.38 15.19 -44.69, accl -0.35 -6.62 7.10, grav -0.27 -6.75 7.10, xpos 36477328.00, ypos 31343185.56, head 0.04
783333 - 13m :3s : 333ms :     tm 29.77, hd 47.80, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14508, eth 18801, lux 2845.93, als 5340, wh 9867, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.10 0.03, mag -4.06 15.19 -44.69, accl -0.37 -6.65 7.13, grav -0.27 -6.75 7.10, xpos 36465663.55, ypos 31354850.01, head 0.05
783822 - 13m :3s : 822ms :     tm 29.78, hd 47.80, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14500, eth 18795, lux 2832.49, als 5324, wh 9858, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.10 0.11 0.04, mag -4.50 16.38 -44.19, accl -0.37 -6.63 7.15, grav -0.27 -6.75 7.10, xpos 36453707.50, ypos 31368001.67, head 0.05
784307 - 13m :4s : 307ms :     tm 29.78, hd 47.80, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14504, eth 18796, lux 2846.52, als 5348, wh 9909, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.11 0.02, mag -3.38 16.00 -44.69, accl -0.36 -6.62 7.14, grav -0.27 -6.75 7.10, xpos 36443122.38, ypos 31380939.04, head 0.05
784793 - 13m :4s : 793ms :     tm 29.81, hd 47.81, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14512, eth 18801, lux 2852.95, als 5359, wh 9922, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.11 0.11 0.00, mag -3.75 15.56 -45.00, accl -0.38 -6.63 7.10, grav -0.27 -6.75 7.10, xpos 36430131.60, ypos 31393929.82, head 0.06
785280 - 13m :5s : 280ms :     tm 29.78, hd 47.78, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14508, eth 18803, lux 2862.89, als 5383, wh 9938, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.09 0.13 0.06, mag -3.75 15.19 -44.69, accl -0.36 -6.62 7.17, grav -0.27 -6.75 7.10, xpos 36419458.99, ypos 31409345.81, head 0.05
